あだ名,あだな
足りよ,たり
足りら,たり
足りさ,たり
足りろ,たり
足り,た
足る,た
足った,た
足ら,た
足って,た
足ろ,た
足れ,た
足ら,た
足止め,あしどめ
跨ぎ,また
跨ぐ,また
跨い,また
跨が,また
跨お,また
跨げ,また
跨え,また
跨り,またが
跨る,またが
跨った,またが
跨ら,またが
跨って,またが
跨ろ,またが
跨れ,またが
跨ら,またが
跪き,ひざまず
跪く,ひざまず
跪い,ひざまず
跪か,ひざまず
跪おう,ひざまず
跪け,ひざまず
跪え,ひざまず
跳ねま,は
跳ねる,は
跳ねた,は
跳ねな,は
跳ねず,は
跳ねて,は
跳ねよ,は
跳ねら,は
跳ねさ,は
跳ねろ,は
踊り,おど
踊る,おど
踊った,おど
踊ら,おど
踊って,おど
踊ろ,おど
踊れ,おど
踊ら,おど
踏まえま,ふま
踏まえる,ふま
踏まえた,ふま
踏まえな,ふま
踏まえず,ふま
踏まえて,ふま
踏まえよ,ふま
踏まえら,ふま
踏まえさ,ふま
踏まえろ,ふま
踏み,ふ
踏む,ふ
踏ん,ふ
踏ま,ふ
踏め,ふ
踏な,ふ
踏破,とうは
踏襲,とうしゅう
蹌踉めき,よろ
蹌踉めく,よろ
蹌踉めい,よろ
蹌踉めか,よろ
蹌踉めおう,よろ
蹌踉めけ,よろ
蹌踉めえ,よろ
蹲り,うずくま
蹲る,うずくま
蹲った,うずくま
蹲ら,うずくま
蹲って,うずくま
蹲ろ,うずくま
蹲れ,うずくま
蹲ら,うずくま
蹴り,け
蹴る,け
蹴った,け
蹴ら,け
蹴って,け
蹴ろ,け
蹴れ,け
蹴ら,け
躊躇,ちゅうちょ
躊躇い,ためら
躊躇う,ためら
躊躇った,ためら
躊躇わ,ためら
躊躇って,ためら
躊躇お,ためら
躊躇え,ためら
躊躇わ,ためら
躍り,おど
躍る,おど
躍った,おど
躍ら,おど
躍って,おど
躍ろ,おど
躍れ,おど
躍ら,おど
躍動,やくどう
躍進,やくしん
躓き,つまず
躓く,つまず
躓い,つまず
躓か,つまず
躓おう,つまず
躓け,つまず
躓え,つまず
身売り,みうり
身投げ,みなげ
身支度,みじたく
身震い,みぶるい
軟化,なんか
軟着陸,なんちゃくりく
軟禁,なんきん
転々,てんてん
転がし,ころが
転がす,ころが
転がさ,ころが
転がそ,ころが
転がせ,ころが
転がり,ころが
転がる,ころが
転がった,ころが
転がら,ころが
転がって,ころが
転がろ,ころが
転がれ,ころが
転がら,ころが
転じま,てん
転じる,てん
転じた,てん
転じな,てん
転じず,てん
転じて,てん
転じよ,てん
転じら,てん
転じさ,てん
転じろ,てん
転ずる,てんずる
転び,ころ
転ぶ,ころ
転ん,ころ
転ば,ころ
転ぼ,ころ
転べ,ころ
転ば,ころ
転べ,ころ
転任,てんにん
転入,てんにゅう
転出,てんしゅつ
転勤,てんきん
転化,てんか
転向,てんこう
転回,てんかい
転売,てんばい
転嫁,てんか
転居,てんきょ
転戦,てんせん
転換,てんかん
転校,てんこう
転生,てんせい
転用,てんよう
転職,てんしょく
転落,てんらく
転覆,てんぷく
転貸,てんたい
転身,てんしん
転載,てんさい
転送,てんそう
転進,てんしん
軽々,かるがる
軽んじま,かろん
軽んじる,かろん
軽んじた,かろん
軽んじな,かろん
軽んじず,かろん
軽んじて,かろん
軽んじよ,かろん
軽んじら,かろん
軽んじさ,かろん
軽んじろ,かろん
軽減,けいげん
軽蔑,けいべつ
軽装,けいそう
軽視,けいし
載り,の
載る,の
載った,の
載ら,の
載って,の
載ろ,の
載れ,の
載ら,の
輝かし,かがやか
輝かす,かがやか
輝かさ,かがやか
輝かそ,かがやか
輝かせ,かがやか
輝き,かがや
輝く,かがや
輝い,かがや
輝か,かがや
輝おう,かがや
輝け,かがや
輝え,かがや
輩出,はいしゅつ
輪廻,りんね
輸入,ゆにゅう
輸液,ゆえき
輸血,ゆけつ
輸送,ゆそう
轢き,ひ
轢く,ひ
轢い,ひ
轢か,ひ
轢おう,ひ
轢け,ひ
轢え,ひ
辛勝,しんしょう
辛抱,しんぼう
辛苦,しんく
辞し,じ
辞す,じ
辞さ,じ
辞そ,じ
辞せ,じ
辞めま,や
辞める,や
辞めた,や
辞めな,や
辞めず,や
辞めて,や
辞めよ,や
辞めら,や
辞めさ,や
辞めろ,や
辞任,じにん
辞職,じしょく
辞退,じたい
込み,こ
込む,こ
込ん,こ
込ま,こ
込め,こ
込な,こ
込めま,こ
込める,こ
込めた,こ
込めな,こ
込めず,こ
込めて,こ
込めよ,こ
込めら,こ
込めさ,こ
込めろ,こ
辿り,たど
辿る,たど
辿った,たど
辿ら,たど
辿って,たど
辿ろ,たど
辿れ,たど
辿ら,たど
迎え,むかえ
迎えま,むか
迎える,むか
迎えた,むか
迎えな,むか
迎えず,むか
迎えて,むか
迎えよ,むか
迎えら,むか
迎えさ,むか
迎えろ,むか
迎合,げいごう
迎撃,げいげき
近づき,ちかづ
近づく,ちかづ
近づい,ちかづ
近づか,ちかづ
近づおう,ちかづ
近づけ,ちかづ
近づえ,ちかづ
近づけま,ちかづ
近づける,ちかづ
近づけた,ちかづ
近づけな,ちかづ
近づけず,ちかづ
近づけて,ちかづ
近づけよ,ちかづ
近づけら,ちかづ
近づけさ,ちかづ
近づけろ,ちかづ
近寄せま,ちかよ
近寄せる,ちかよ
近寄せた,ちかよ
近寄せな,ちかよ
近寄せず,ちかよ
近寄せて,ちかよ
近寄せよ,ちかよ
近寄せら,ちかよ
近寄せさ,ちかよ
近寄せろ,ちかよ
近寄り,ちかよ
近寄る,ちかよ
近寄った,ちかよ
近寄ら,ちかよ
近寄って,ちかよ
近寄ろ,ちかよ
近寄れ,ちかよ
近寄ら,ちかよ
近接,きんせつ
近道,ちかみち
返し,かえし
返し,かえ
返す,かえ
返さ,かえ
返そ,かえ
返せ,かえ
返り,かえ
返る,かえ
返った,かえ
返ら,かえ
返って,かえ
返ろ,かえ
返れ,かえ
返ら,かえ
返上,へんじょう
返事,へんじ
返信,へんしん
返却,へんきゃく
返品,へんぴん
返済,へんさい
返答,へんとう
返納,へんのう
返送,へんそう
返還,へんかん
返金,へんきん
迫り,せま
迫る,せま
迫った,せま
迫ら,せま
迫って,せま
迫ろ,せま
迫れ,せま
迫ら,せま
迫害,はくがい
迫撃,はくげき
述べま,の
述べる,の
述べた,の
述べな,の
述べず,の
述べて,の
述べよ,の
述べら,の
述べさ,の
述べろ,の
述懐,じゅっかい
迷い,まよ
迷う,まよ
迷った,まよ
迷わ,まよ
迷って,まよ
迷お,まよ
迷え,まよ
迷わ,まよ
迷わし,まよわ
迷わす,まよわ
迷わさ,まよわ
迷わそ,まよわ
迷わせ,まよわ
追いかけま,おいか
追いかける,おいか
追いかけた,おいか
追いかけな,おいか
追いかけず,おいか
追いかけて,おいか
追いかけよ,おいか
追いかけら,おいか
追いかけさ,おいか
追いかけろ,おいか
追いつき,おいつ
追いつく,おいつ
追いつい,おいつ
追いつか,おいつ
追いつおう,おいつ
追いつけ,おいつ
追いつえ,おいつ
追い,お
追う,お
追った,お
追わ,お
追って,お
追お,お
追え,お
追わ,お
追っかけま,おっか
追っかける,おっか
追っかけた,おっか
追っかけな,おっか
追っかけず,おっか
追っかけて,おっか
追っかけよ,おっか
追っかけら,おっか
追っかけさ,おっか
追っかけろ,おっか
追加,ついか
追及,ついきゅう
追善,ついぜん
追尾,ついび
追従,ついしょう
追徴,ついちょう
追悼,ついとう
追想,ついそう
追憶,ついおく
追撃,ついげき
追放,ついほう
追求,ついきゅう
追究,ついきゅう
追突,ついとつ
追試,ついし
追認,ついにん
追跡,ついせき
追随,ついずい
退き,しりぞ
退く,しりぞ
退い,しりぞ
退か,しりぞ
退おう,しりぞ
退け,しりぞ
退え,しりぞ
退き,ど
退く,ど
退い,ど
退か,ど
退おう,ど
退け,ど
退え,ど
退き,しりぞ
退く,しりぞ
退い,しりぞ
退か,しりぞ
退おう,しりぞ
退け,しりぞ
退え,しりぞ
退き,の
退く,の
退い,の
退か,の
退おう,の
退け,の
退え,の
退けま,しりぞ
退ける,しりぞ
退けた,しりぞ
退けな,しりぞ
退けず,しりぞ
退けて,しりぞ
退けよ,しりぞ
退けら,しりぞ
退けさ,しりぞ
退けろ,しりぞ
退けま,ど
退ける,ど
退けた,ど
退けな,ど
退けず,ど
退けて,ど
退けよ,ど
退けら,ど
退けさ,ど
退けろ,ど
退任,たいにん
退会,たいかい
退位,たいい
退出,たいしゅつ
退化,たいか
退却,たいきゃく
退団,たいだん
退場,たいじょう
退学,たいがく
退官,たいかん
退室,たいしつ
退屈,たいくつ
退席,たいせき
退廃,たいはい
退役,たいえき
退散,たいさん
退社,たいしゃ
退職,たいしょく
退院,たいいん
退陣,たいじん
送り,おく
送る,おく
送った,おく
送ら,おく
送って,おく
送ろ,おく
送れ,おく
送ら,おく
送付,そうふ
送信,そうしん
送別,そうべつ
送検,そうけん
送致,そうち
送迎,そうげい
送還,そうかん
送金,そうきん
送電,そうでん
送風,そうふう
逃がし,にが
逃がす,にが
逃がさ,にが
逃がそ,にが
逃がせ,にが
逃げ,にげ
逃げま,に
逃げる,に
逃げた,に
逃げな,に
逃げず,に
逃げて,に
逃げよ,に
逃げら,に
逃げさ,に
逃げろ,に
逃し,のが
逃す,のが
逃さ,のが
逃そ,のが
逃せ,のが
逃れま,のが
逃れる,のが
逃れた,のが
逃れな,のが
逃れず,のが
逃れて,のが
逃れよ,のが
逃れら,のが
逃れさ,のが
逃れろ,のが
逃亡,とうぼう
逃走,とうそう
逃避,とうひ
逆なで,さかなで
逆らい,さかな
逆らう,さかな
逆らった,さかな
逆らわ,さかな
逆らって,さかな
逆らお,さかな
逆らえ,さかな
逆らわ,さかな
逆上せま,のぼ
逆上せる,のぼ
逆上せた,のぼ
逆上せな,のぼ
逆上せず,のぼ
逆上せて,のぼ
逆上せよ,のぼ
逆上せら,のぼ
逆上せさ,のぼ
逆上せろ,のぼ
逆戻り,ぎゃくもどり
逆探知,ぎゃくたんち
逆流,ぎゃくりゅう
逆算,ぎゃくさん
逆行,ぎゃっこう
逆襲,ぎゃくしゅう
逆転,ぎゃくてん
逆輸入,ぎゃくゆにゅう
逍遥,しょうよう
透徹,とうてつ
透析,とうせき
透視,とうし
透過,とうか
途切れま,とぎ
途切れる,とぎ
途切れた,とぎ
途切れな,とぎ
途切れず,とぎ
途切れて,とぎ
途切れよ,とぎ
途切れら,とぎ
途切れさ,とぎ
途切れろ,とぎ
途絶,とぜつ
途絶えま,とだ
途絶える,とだ
途絶えた,とだ
途絶えな,とだ
途絶えず,とだ
途絶えて,とだ
途絶えよ,とだ
途絶えら,とだ
途絶えさ,とだ
途絶えろ,とだ
這い,は
這う,は
這った,は
這わ,は
這って,は
這お,は
這え,は
這わ,は
通い,かよ
通う,かよ
通った,かよ
通わ,かよ
通って,かよ
通お,かよ
通え,かよ
通わ,かよ
通じま,つう
通じる,つう
通じた,つう
通じな,つう
通じず,つう
通じて,つう
通じよ,つう
通じら,つう
通じさ,つう
通じろ,つう
通し,とお
通す,とお
通さ,とお
通そ,とお
通せ,とお
通り,とお
通る,とお
通った,とお
通ら,とお
通って,とお
通ろ,とお
通れ,とお
通ら,とお
通信,つうしん
通勤,つうきん
通告,つうこく
通商,つうしょう
通学,つうがく
通用,つうよう
通知,つうち
通称,つうしょう
通算,つうさん
通航,つうこう
通行,つうこう
通話,つうわ
通過,つうか
通達,つうたつ
通関,つうかん
通院,つういん
通風,つうふう
逝去,せいきょ
速報,そくほう
速攻,そっこう
速記,そっき
速読,そくどく
造作,ぞうさく
造反,ぞうはん
造営,ぞうえい
造園,ぞうえん
造形,ぞうけい
造成,ぞうせい
造林,ぞうりん
造船,ぞうせん
造語,ぞうご
連なり,つらな
連なる,つらな
連なった,つらな
連なら,つらな
連なって,つらな
連なろ,つらな
連なれ,つらな
連なら,つらな
連ねま,つら
連ねる,つら
連ねた,つら
連ねな,つら
連ねず,つら
連ねて,つら
連ねよ,つら
連ねら,つら
連ねさ,つら
連ねろ,つら
連れま,つ
連れる,つ
連れた,つ
連れな,つ
連れず,つ
連れて,つ
連れよ,つ
連れら,つ
連れさ,つ
連れろ,つ
連作,れんさく
連係,れんけい
連動,れんどう
連合,れんごう
連呼,れんこ
連帯,れんたい
連想,れんそう
連戦,れんせん
連打,れんだ
連携,れんけい
連敗,れんぱい
連用,れんよう
連破,れんぱ
連結,れんけつ
連絡,ごれんらく
連続,れんぞく
連行,れんこう
連覇,れんぱ
連記,れんき
連載,れんさい
連鎖,れんさ
連関,れんかん
逮捕,たいほ
進み,すす
進む,すす
進ん,すす
進ま,すす
進め,すす
進な,すす
進めま,すす
進める,すす
進めた,すす
進めな,すす
進めず,すす
進めて,すす
進めよ,すす
進めら,すす
進めさ,すす
進めろ,すす
進入,しんにゅう
進出,しんしゅつ
進化,しんか
進呈,しんてい
進塁,しんるい
進学,しんがく
進展,しんてん
進捗,しんちょく
進撃,しんげき
進攻,しんこう
進歩,しんぽ
進水,しんすい
進級,しんきゅう
進行,しんこう
進言,しんげん
進講,しんこう
進軍,しんぐん
進駐,しんちゅう
逸らし,そら
逸らす,そら
逸らさ,そら
逸らそ,そら
逸らせ,そら
逸れま,そ
逸れる,そ
逸れた,そ
逸れな,そ
逸れず,そ
逸れて,そ
逸れよ,そ
逸れら,そ
逸れさ,そ
逸れろ,そ
逸れま,はぐ
逸れる,はぐ
逸れた,はぐ
逸れな,はぐ
逸れず,はぐ
逸れて,はぐ
逸れよ,はぐ
逸れら,はぐ
逸れさ,はぐ
逸れろ,はぐ
逸機,いっき
逸脱,いつだつ
遂げま,と
遂げる,と
遂げた,と
遂げな,と
遂げず,と
遂げて,と
遂げよ,と
遂げら,と
遂げさ,と
遂げろ,と
遂行,すいこう
遅らし,おくら
遅らす,おくら
遅らさ,おくら
遅らそ,おくら
遅らせ,おくら
遅らせま,おくら
遅らせる,おくら
遅らせた,おくら
遅らせな,おくら
遅らせず,おくら
遅らせて,おくら
遅らせよ,おくら
遅らせら,おくら
遅らせさ,おくら
遅らせろ,おくら
遅れま,おく
遅れる,おく
遅れた,おく
遅れな,おく
遅れず,おく
遅れて,おく
遅れよ,おく
遅れら,おく
遅れさ,おく
遅れろ,おく
遅刻,ちこく
遅延,ちえん
遅滞,ちたい
遅配,ちはい
遊ばし,あそば
遊ばす,あそば
遊ばさ,あそば
遊ばそ,あそば
遊ばせ,あそば
遊び,あそ
遊ぶ,あそ
遊ん,あそ
遊ば,あそ
遊ぼ,あそ
遊べ,あそ
遊ば,あそ
遊べ,あそ
遊学,ゆうがく
遊戯,ゆうぎ
遊歩,ゆうほ
遊泳,ゆうえい
遊牧,ゆうぼく
遊覧,ゆうらん
遊説,ゆうぜい
遊離,ゆうり
運び,はこ
運ぶ,はこ
運ん,はこ
運ば,はこ
運ぼ,はこ
運べ,はこ
運ば,はこ
運べ,はこ
運休,うんきゅう
運動,うんどう
