運び出す	はこびだす	to carry out (of somewhere), to transport, to take out	godan verb|transitive verb	
運動不足	うんどうぶそく	lack of physical exercise, insufficient exercise, inactivity	adjective|noun|taking の	
運動神経	うんどうしんけい	motor nerve, reflexes, athletic ability, motor coordination	noun	
運転免許	うんてんめんきょ	drivers license, drivers licence, driving licence	noun	
過ぎ去る	すぎさる	to pass, to pass by	godan verb|intransitive verb|transitive verb	
過失致死	かしつちし	involuntary manslaughter, accidental homicide, negligent homicide	noun	
過小評価	かしょうひょうか	underestimation, undervaluation	adjective|noun|taking する|taking の	
過少申告	かしょうしんこく	under-reporting (e.g. income on a tax return)	noun	
達頼喇嘛	ダライラマ	Dalai Lama	kana|noun	
違いない	ちがいない	sure, no mistaking it, for certain, without doubt	adjective|expression|n3|い adjective	
遠からず	とおからず	soon, before long, in the near future	adverb	
遠ざかる	とおざかる	to go away, to become more distant, to fade away, to die away, to be estranged	godan verb|intransitive verb|n1|transitive verb	
遠ざける	とおざける	to keep away, to keep at a distance	transitive verb	
遠まわし	とおまわし	roundabout (e.g. expression), indirect (reference, criticism, etc.), oblique	adjective|noun|な adjective	
遠慮なく	えんりょなく	without reservation, freely, frankly	adverb	
適性検査	てきせいけんさ	aptitude test	noun	
適材適所	てきざいてきしょ	the right person in the right place	expression|noun	
適正価格	てきせいかかく	fair or reasonable price	noun	
選び出す	えらびだす	to select, to pick out	godan verb|transitive verb	
選択科目	せんたくかもく	elective subject or course	noun	
選挙公報	せんきょこうほう	official gazette for elections	noun	
選挙運動	せんきょうんどう	election campaign, political campaign, campaigning, electioneering, canvassing	noun|taking する	
郵便切手	ゆうびんきって	postage stamp	noun	
郵便受け	ゆうびんうけ	mailbox, letter box, letterbox, mail slot	noun	
郵便為替	ゆうびんかわせ	postal money order	noun	
都市ガス	としガス	city gas, mains gas, gas supplied to buildings via pipes	noun	
都市国家	としこっか	city-state	noun	
都市計画	としけいかく	city planning, urban planning, town planning	noun	
都道府県	とどうふけん	prefectures (of Japan), largest administrative divisions of Japan: Tokyo-to, Osaka-fu, Kyoto-fu, Hokkaido and the remaining prefectures	noun	
酔っ払い	よっぱらい	drunkard	n2|noun	
酔っ払う	よっぱらう	to get drunk	godan verb|intransitive verb|transitive verb	
酸っぱい	すっぱい	sour, acid	adjective|n2|い adjective	
酸素吸入	さんそきゅうにゅう	oxygen inhalation	noun	
醸し出す	かもしだす	to create (an atmosphere, feeling, etc.), to produce, to engender	godan verb|transitive verb	
重々しい	おもおもしい	serious, grave, dignified, solemn	adjective|い adjective	
重んじる	おもんじる	to respect, to honor, to honour, to esteem, to prize	n1|transitive verb	
重んずる	おもんずる	to honor, to honour, to respect, to esteem, to prize	n1|transitive verb	
重加算税	じゅうかさんぜい	heavy additional tax(ation)	noun	
重機関銃	じゅうきかんじゅう	heavy machine gun	noun	
重苦しい	おもくるしい	heavy (feeling, etc.), gloomy (weather, etc.), oppressive (atmosphere, etc.), stifling, strained	adjective|い adjective	
金がない	かねがない	broke, poor, short, skint, having no money	adjective|expression|い adjective	
金科玉条	きんかぎょくじょう	golden rule (basic principle ensuring success in some activity)	noun	
金融市場	きんゆうしじょう	financial market, money market	noun	
金融機関	きんゆうきかん	financial institutions, banking facilities	noun	
釣り合い	つりあい	balance, equilibrium	noun	
釣り合う	つりあう	to balance, to be in harmony, to be in equilibrium, to suit, to go well together, to be a good match	godan verb|intransitive verb|n2|transitive verb	
鉢合わせ	はちあわせ	bumping of heads, running into, coming across, encountering	intransitive verb|noun|taking する|transitive verb	
錬金術師	れんきんじゅつし	alchemist	noun	
長蛇の列	ちょうだのれつ	long line, long queue	expression|noun	
門前払い	もんぜんばらい	turning another away at the gate or front door, refusing to receive a caller	noun	
門外不出	もんがいふしゅつ	(treasuring something by) never taking (it) off the premises	adjective|noun|taking の	
開き直る	ひらきなおる	to become defiant, to fight back, to turn upon, to take the offensive	godan verb|intransitive verb|transitive verb	
開始時刻	かいしじこく	starting time	noun	
開店休業	かいてんきゅうぎょう	being open but having virtually no business	noun	
間に合う	まにあう	to be in time (for), to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do	godan verb|intransitive verb|n4|transitive verb	
間もなく	まもなく	soon, shortly, before long, in a short time, in a little while, having no time to ..., with no time to ...	adverb|kana|n2	
間仕切り	まじきり	partition between two rooms, room divider, partition wall	noun	
間接選挙	かんせつせんきょ	indirect election	noun	
間違える	まちがえる	to make a mistake (in), to commit an error (e.g. in calculation), to confuse, to mistake something for something else	n4|transitive verb	
阿弗利加	アフリカ	Africa	kana|n4|noun	
降り出す	ふりだす	to begin to rain, to begin to snow	godan verb|intransitive verb|n4|transitive verb	
降り注ぐ	ふりそそぐ	to rain incessantly, to downpour	godan verb|intransitive verb|transitive verb	
限りない	かぎりない	eternal, unlimited, endless	adjective|い adjective	
限り限り	ぎりぎり	just barely, only just, at the very limit, at the last moment	adjective|adverb|kana|mimetic|noun|taking の|な adjective	
陰イオン	いんイオン	anion	adjective|noun|taking の	
陸上競技	りくじょうきょうぎ	track-and-field events	noun	
階級闘争	かいきゅうとうそう	class struggle, class warfare, class conflict	noun	
隣り合う	となりあう	to adjoin each other, to sit side by side	godan verb|intransitive verb|transitive verb	
集中豪雨	しゅうちゅうごうう	local downpour, severe rain fall	noun	
離れ離れ	はなればなれ	separate, scattered, apart	adjective|noun|taking の|な adjective	
難燃加工	なんねんかこう	fireproof	noun	
雨が降る	あめがふる	to rain	expression|godan verb	
雨上がり	あめあがり	after the rain	noun	
雨天順延	うてんじゅんえん	rescheduled in case of rain	noun	
雪だるま	ゆきだるま	snowman	noun	
雲散霧消	うんさんむしょう	vanishing like mist	intransitive verb|noun|taking する|transitive verb	
雲泥の差	うんでいのさ	wide difference, a world of difference	expression|idiom|noun	
電子工学	でんしこうがく	electronic engineering, electronics	adjective|noun|taking の	
電子部品	でんしぶひん	electronic parts, electronic components	noun	
電気分解	でんきぶんかい	electrolysis	noun|taking する|transitive verb	
電気器具	でんききぐ	electrical appliance	noun	
電気製品	でんきせいひん	electronic goods	noun	
電池切れ	でんちぎれ	running out of battery, battery depletion, going flat, going dead, loss of energy, depletion of stamina	adjective|noun|taking の	
電源開発	でんげんかいはつ	development of electrical power resources	noun	
電話番号	でんわばんごう	telephone number	noun	
露天風呂	ろてんぶろ	open-air bath, rotenburo, rotemburo	noun	
青ざめる	あおざめる	to become pale, to turn pale	intransitive verb|transitive verb	
青息吐息	あおいきといき	deep distress	noun	
青田買い	あおたがい	speculatively buying a rice harvest, while the fields are still green, recruiting of university students before the agreed date	noun	
青色申告	あおいろしんこく	blue return, blue-paper income-tax return, type of income tax return filing which allows for special income deductions	noun	
青酸カリ	せいさんカリ	potassium cyanide	noun	
靖国神社	やすくにじんじゃ	Yasukuni Shrine	noun	
非常手段	ひじょうしゅだん	emergency measures	noun	
非戦闘員	ひせんとういん	non-combatant, civilian	noun	
非業の死	ひごうのし	unnatural death, violent death	expression|noun	
非生産的	ひせいさんてき	unproductive, counterproductive	adjective|な adjective	
非鉄金属	ひてつきんぞく	non-ferrous metal	noun	
面白がる	おもしろがる	to amuse oneself, to be amused, to enjoy, to think fun	godan verb|intransitive verb|transitive verb	
面食らう	めんくらう	to be confused, to be bewildered, to be taken aback	godan verb|intransitive verb|transitive verb	
音響効果	おんきょうこうか	sound effects, acoustics	noun	
響き渡る	ひびきわたる	to resound, to echo, to reverberate	godan verb|intransitive verb|transitive verb	
頂きます	いただきます	thank you (for the meal just served), I receive (this meal)	expression|kana|n3	
順風満帆	じゅんぷうまんぱん	smooth sailing	noun	
預かり所	あずかりじょ	cloakroom, parcel room	noun	
頑として	がんとして	stubbornly, firmly, determinedly, obstinately, resolutely, adamantly	adverb|expression	
頑張って	がんばって	do your best, go for it, hang in there, keep at it	kana	
